Year,Age of Mother Year,Age of Mother Year Code,Births,Fertility Rate,State
2011.0,39 years,39.0,290.0,23.58299,New Mexico
2011.0,40 years,40.0,247.0,19.13839,New Mexico
2011.0,41 years,41.0,155.0,11.81943,New Mexico
2011.0,42 years,42.0,105.0,8.3254,New Mexico
2011.0,43 years,43.0,46.0,3.78788,New Mexico
2011.0,44 years,44.0,31.0,2.50911,New Mexico
2011.0,45 years,45.0,13.0,,New Mexico
2011.0,46 years,46.0,13.0,,New Mexico
2011.0,13 years,13.0,34.0,,New York
2011.0,14 years,14.0,139.0,,New York
2011.0,15 years,15.0,460.0,3.78398,New York
2011.0,16 years,16.0,1148.0,9.1028,New York
2011.0,17 years,17.0,2215.0,17.15804,New York
2011.0,18 years,18.0,3834.0,28.18703,New York
2011.0,19 years,19.0,6061.0,45.25972,New York
2011.0,20 years,20.0,7727.0,53.79496,New York
2011.0,21 years,21.0,8676.0,59.97263,New York
2011.0,22 years,22.0,9453.0,68.24975,New York
2011.0,23 years,23.0,9887.0,70.47796,New York
2011.0,24 years,24.0,10418.0,73.7918,New York
2011.0,25 years,25.0,11409.0,79.45539,New York
2011.0,26 years,26.0,12205.0,83.87913,New York
2011.0,27 years,27.0,12742.0,91.89848,New York
2011.0,28 years,28.0,13812.0,98.29975,New York
2011.0,29 years,29.0,14491.0,103.87292,New York
2011.0,30 years,30.0,14456.0,105.91795,New York
2011.0,31 years,31.0,14552.0,102.51569,New York
2011.0,32 years,32.0,14056.0,107.51931,New York
2011.0,33 years,33.0,12969.0,101.37338,New York
2011.0,34 years,34.0,12101.0,95.43902,New York
2011.0,35 years,35.0,10423.0,85.31066,New York
2011.0,36 years,36.0,9072.0,71.54856,New York
2011.0,37 years,37.0,7366.0,61.47503,New York
2011.0,38 years,38.0,5946.0,48.78449,New York
2011.0,39 years,39.0,4906.0,38.429,New York
2011.0,40 years,40.0,3912.0,28.3544,New York
2011.0,41 years,41.0,2688.0,18.81418,New York
2011.0,42 years,42.0,1694.0,12.51996,New York
2011.0,43 years,43.0,1027.0,7.59677,New York
2011.0,44 years,44.0,591.0,4.34552,New York
2011.0,45 years,45.0,334.0,,New York
2011.0,46 years,46.0,190.0,,New York
2011.0,47 years,47.0,97.0,,New York
2011.0,48 years,48.0,80.0,,New York
2011.0,49 years,49.0,56.0,,New York
2011.0,50 years and over,,78.0,,New York
2011.0,13 years,13.0,25.0,,North Carolina
2011.0,14 years,14.0,112.0,,North Carolina
2011.0,15 years,15.0,384.0,6.33454,North Carolina
2011.0,16 years,16.0,929.0,15.21579,North Carolina
2011.0,17 years,17.0,1742.0,27.95923,North Carolina
2011.0,18 years,18.0,3178.0,48.19241,North Carolina
2011.0,19 years,19.0,4837.0,71.52046,North Carolina
2011.0,20 years,20.0,5741.0,83.80043,North Carolina
2011.0,21 years,21.0,6315.0,91.2269,North Carolina
2011.0,22 years,22.0,6370.0,94.04296,North Carolina
2011.0,23 years,23.0,6391.0,97.79349,North Carolina
2011.0,24 years,24.0,6573.0,104.67227,North Carolina
2011.0,25 years,25.0,6668.0,104.81805,North Carolina
2011.0,26 years,26.0,6648.0,104.21533,North Carolina
2011.0,27 years,27.0,6531.0,105.56516,North Carolina
2011.0,28 years,28.0,6833.0,105.96591,North Carolina
2011.0,29 years,29.0,6886.0,107.40747,North Carolina
2011.0,30 years,30.0,6620.0,103.70811,North Carolina
2011.0,31 years,31.0,6444.0,97.64524,North Carolina
2011.0,32 years,32.0,5721.0,89.91183,North Carolina
2011.0,33 years,33.0,5077.0,79.52819,North Carolina
2011.0,34 years,34.0,4443.0,70.32177,North Carolina
2011.0,35 years,35.0,3683.0,59.82295,North Carolina
2011.0,36 years,36.0,3221.0,49.90781,North Carolina
2011.0,37 years,37.0,2556.0,40.22473,North Carolina
2011.0,38 years,38.0,1964.0,30.09823,North Carolina
2011.0,39 years,39.0,1524.0,22.2589,North Carolina
2011.0,40 years,40.0,1173.0,16.08193,North Carolina
2011.0,41 years,41.0,733.0,10.17391,North Carolina
2011.0,42 years,42.0,477.0,7.03249,North Carolina
2011.0,43 years,43.0,271.0,4.09149,North Carolina
2011.0,44 years,44.0,149.0,2.24563,North Carolina
2011.0,45 years,45.0,83.0,,North Carolina
2011.0,46 years,46.0,31.0,,North Carolina
2011.0,47 years,47.0,20.0,,North Carolina
2011.0,48 years,48.0,13.0,,North Carolina
2011.0,50 years and over,,10.0,,North Carolina
2011.0,15 years,15.0,14.0,3.54341,North Dakota
2011.0,16 years,16.0,43.0,10.51345,North Dakota
2011.0,17 years,17.0,74.0,17.83562,North Dakota
2011.0,18 years,18.0,177.0,36.24821,North Dakota
2011.0,19 years,19.0,339.0,57.49661,North Dakota
2011.0,20 years,20.0,392.0,66.55348,North Dakota
2011.0,21 years,21.0,376.0,61.70003,North Dakota
2011.0,22 years,22.0,459.0,77.37694,North Dakota
2011.0,23 years,23.0,503.0,96.50806,North Dakota
2011.0,24 years,24.0,559.0,106.51677,North Dakota
2011.0,25 years,25.0,636.0,139.13804,North Dakota
2011.0,26 years,26.0,694.0,139.55359,North Dakota
2011.0,27 years,27.0,661.0,140.72812,North Dakota
2011.0,28 years,28.0,733.0,155.13228,North Dakota
2011.0,29 years,29.0,637.0,136.46101,North Dakota
2011.0,30 years,30.0,626.0,144.00736,North Dakota
2011.0,31 years,31.0,502.0,114.22071,North Dakota
2011.0,32 years,32.0,435.0,106.25305,North Dakota
2011.0,33 years,33.0,367.0,95.20104,North Dakota
2011.0,34 years,34.0,318.0,84.98129,North Dakota
2011.0,35 years,35.0,222.0,62.5,North Dakota
2011.0,36 years,36.0,221.0,61.61137,North Dakota
2011.0,37 years,37.0,137.0,39.35651,North Dakota
2011.0,38 years,38.0,128.0,37.31778,North Dakota
2011.0,39 years,39.0,91.0,25.45455,North Dakota
2011.0,40 years,40.0,67.0,17.91923,North Dakota
2011.0,41 years,41.0,43.0,11.25654,North Dakota
2011.0,42 years,42.0,31.0,8.3423,North Dakota
2011.0,43 years,43.0,11.0,3.01535,North Dakota
2011.0,13 years,13.0,18.0,,Ohio
2011.0,14 years,14.0,121.0,,Ohio
2011.0,15 years,15.0,414.0,5.4425,Ohio
2011.0,16 years,16.0,1045.0,13.53662,Ohio
2011.0,17 years,17.0,1885.0,23.9435,Ohio
2011.0,18 years,18.0,3424.0,43.93179,Ohio
2011.0,19 years,19.0,5570.0,68.2598,Ohio
2011.0,20 years,20.0,6466.0,80.21835,Ohio
2011.0,21 years,21.0,7035.0,87.17688,Ohio
2011.0,22 years,22.0,7082.0,91.41485,Ohio
2011.0,23 years,23.0,7146.0,95.83071,Ohio
2011.0,24 years,24.0,7250.0,100.87378,Ohio
2011.0,25 years,25.0,7775.0,106.55356,Ohio
2011.0,26 years,26.0,8046.0,110.29472,Ohio
2011.0,27 years,27.0,8258.0,117.84348,Ohio
2011.0,28 years,28.0,8501.0,118.36371,Ohio
2011.0,29 years,29.0,8490.0,116.86006,Ohio
2011.0,30 years,30.0,8207.0,112.17879,Ohio
2011.0,31 years,31.0,7607.0,102.17596,Ohio
2011.0,32 years,32.0,6480.0,91.99972,Ohio
2011.0,33 years,33.0,5743.0,83.64039,Ohio
2011.0,34 years,34.0,4858.0,71.67941,Ohio
2011.0,35 years,35.0,4015.0,60.20032,Ohio
2011.0,36 years,36.0,3322.0,48.52894,Ohio
2011.0,37 years,37.0,2545.0,38.03105,Ohio
2011.0,38 years,38.0,1983.0,28.69256,Ohio
2011.0,39 years,39.0,1604.0,21.72029,Ohio
2011.0,40 years,40.0,1135.0,14.25235,Ohio
2011.0,41 years,41.0,786.0,9.93428,Ohio
2011.0,42 years,42.0,465.0,6.12963,Ohio
2011.0,43 years,43.0,294.0,3.97797,Ohio
2011.0,44 years,44.0,152.0,2.01069,Ohio
2011.0,45 years,45.0,73.0,,Ohio
2011.0,46 years,46.0,54.0,,Ohio
2011.0,47 years,47.0,25.0,,Ohio
2011.0,48 years,48.0,13.0,,Ohio
2011.0,49 years,49.0,12.0,,Ohio
2011.0,50 years and over,,17.0,,Ohio
2011.0,13 years,13.0,13.0,,Oklahoma
2011.0,14 years,14.0,49.0,,Oklahoma
2011.0,15 years,15.0,193.0,8.03664,Oklahoma
2011.0,16 years,16.0,527.0,21.52074,Oklahoma
2011.0,17 years,17.0,965.0,38.59228,Oklahoma
2011.0,18 years,18.0,1694.0,68.16079,Oklahoma
2011.0,19 years,19.0,2646.0,95.82096,Oklahoma
2011.0,20 years,20.0,3135.0,109.88433,Oklahoma
2011.0,21 years,21.0,3247.0,113.92583,Oklahoma
2011.0,22 years,22.0,3215.0,119.38359,Oklahoma
2011.0,23 years,23.0,3187.0,121.40027,Oklahoma
2011.0,24 years,24.0,3114.0,121.63112,Oklahoma
2011.0,25 years,25.0,3162.0,124.52741,Oklahoma
2011.0,26 years,26.0,3312.0,125.2837,Oklahoma
2011.0,27 years,27.0,3279.0,126.51439,Oklahoma
2011.0,28 years,28.0,3145.0,117.33761,Oklahoma
2011.0,29 years,29.0,2961.0,113.95474,Oklahoma
2011.0,30 years,30.0,2529.0,99.22316,Oklahoma
2011.0,31 years,31.0,2317.0,87.99848,Oklahoma
2011.0,32 years,32.0,1967.0,81.43916,Oklahoma
2011.0,33 years,33.0,1588.0,68.57538,Oklahoma
2011.0,34 years,34.0,1370.0,59.21508,Oklahoma
2011.0,35 years,35.0,1124.0,50.59872,Oklahoma
2011.0,36 years,36.0,965.0,41.48397,Oklahoma
2011.0,37 years,37.0,720.0,32.71389,Oklahoma
2011.0,38 years,38.0,562.0,24.97445,Oklahoma
2011.0,39 years,39.0,460.0,19.90739,Oklahoma
2011.0,40 years,40.0,328.0,13.69577,Oklahoma
2011.0,41 years,41.0,222.0,9.04609,Oklahoma
2011.0,42 years,42.0,127.0,5.61128,Oklahoma
2011.0,43 years,43.0,77.0,3.5008,Oklahoma
2011.0,44 years,44.0,38.0,1.72688,Oklahoma
2011.0,45 years,45.0,11.0,,Oklahoma
2011.0,46 years,46.0,10.0,,Oklahoma
2011.0,14 years,14.0,15.0,,Oregon
2011.0,15 years,15.0,109.0,4.63731,Oregon
2011.0,16 years,16.0,265.0,11.08184,Oregon
2011.0,17 years,17.0,477.0,19.84276,Oregon
2011.0,18 years,18.0,869.0,35.34101,Oregon
2011.0,19 years,19.0,1414.0,55.63206,Oregon
2011.0,20 years,20.0,1710.0,64.77763,Oregon
2011.0,21 years,21.0,1805.0,67.02562,Oregon
2011.0,22 years,22.0,2019.0,77.84847,Oregon
2011.0,23 years,23.0,2112.0,84.59166,Oregon
2011.0,24 years,24.0,2241.0,89.48608,Oregon
2011.0,25 years,25.0,2479.0,99.85097,Oregon
2011.0,26 years,26.0,2511.0,96.10012,Oregon
2011.0,27 years,27.0,2656.0,102.21282,Oregon
2011.0,28 years,28.0,2778.0,104.20887,Oregon
2011.0,29 years,29.0,2815.0,103.35965,Oregon
2011.0,30 years,30.0,2704.0,100.33767,Oregon
2011.0,31 years,31.0,2648.0,96.11964,Oregon
2011.0,32 years,32.0,2344.0,90.56137,Oregon
2011.0,33 years,33.0,2271.0,88.14283,Oregon
2011.0,34 years,34.0,1908.0,75.22473,Oregon
2011.0,35 years,35.0,1689.0,68.51093,Oregon
2011.0,36 years,36.0,1390.0,56.14347,Oregon
2011.0,37 years,37.0,1113.0,46.88487,Oregon
2011.0,38 years,38.0,780.0,32.54611,Oregon
2011.0,39 years,39.0,715.0,29.43841,Oregon
2011.0,40 years,40.0,475.0,18.06908,Oregon
